title,author,year,citation
Manufacturer encroachment with quality decision under asymmetric demand information,Jingdan Zhang,2019,1
Standard Setting with Considerations of Energy Efficiency Evolution and Market Competition,Jingdan Zhang,2019,1
 line shape,Jingdan Zhang,2017,1
Neural Information Processing Systems,Alex Krizhevsky,2012,42077
Imagenet classification with deep convolutional neural,Alex Krizhevsky,2014,12704
Factored 3-way restricted boltzmann machines for modeling natural images,Alex Krizhevsky,2010,4378
Imagenet classification with deep convolutional neural networks,Alex Krizhevsky,2012,3891
"Halko, N., Martinsson, P., Tropp, J.: Finding structure with randomness: prob-abilistic algorithms for constructing approximate matrix decompositions. SIAM Rev. 53 (2), 217–288 …",Alex Krizhevsky,2018,642
Does the brain do inverse graphics?,Alex Krizhevsky,2012,408
Pedestrian detection with a large-field-of-view deep network,Alex Krizhevsky,2015,364
Affinity weighted embedding,Alex Krizhevsky,2013,351
Imagenet classification with deep convolutional neural networks,Alex Krizhevsky,2012,276
ACTUAL PROBLEMS OF THE DEEP LEARNING METHOD IN LINGUAL PERSONALITY MODELING Illya Danyliuk,Alex Krizhevsky,2011,248
Transforming auto-encoders,Alex Krizhevsky,2011,229
Deep machine learning methods and apparatus for robotic grasping,Alex Krizhevsky,2017,150
One weird trick for parallelizing convolutional neural networks,Alex Krizhevsky,2014,148
Cifar-10 (canadian institute for advanced research),Alex Krizhevsky,2010,108
Dropout: a simple way to prevent neural networks from overfitting,Alex Krizhevsky,2014,94
Using very deep autoencoders for content-based image retrieval.,Alex Krizhevsky,2011,71
Learning hand-eye coordination for robotic grasping with deep learning and large-scale data collection,Alex Krizhevsky,2018,68
Convolutional Neural Networks for Object Classifcation in CUDA,Alex Krizhevsky,2010,59
Chauffeurnet: Learning to drive by imitating the best and synthesizing the worst,Alex Krizhevsky,2018,16
Advances in neural information processing systems,Alex Krizhevsky,2012,9
项目 1: 论文阅读,Alex Krizhevsky,2012,7
Learning to Drive by Observing the Best and Synthesizing the Worst,Alex Krizhevsky,2018,5
The CIFAR-10 dataset,Alex Krizhevsky,2014,5
Imagenet classification with deep convolutional neural networks. InAdvances in Neural Information Processing Systems,Alex Krizhevsky,2012,5
Real-time pedestrian detection with deep network cascades,Alex Krizhevsky,2015,4
Improving neural networks by preventing co-adaptation of feature detectors,Alex Krizhevsky,2012,3
Convolutional deep belief networks on cifar-10,Alex Krizhevsky,2010,1
Referring relationships,Li Fei-Fei,2018,655
What makes a video a video: Analyzing temporal information in video understanding models and datasets,Li Fei-Fei,2018,377
Computer Vision-based Approach to Maintain Independent Living for Seniors.,Li Fei-Fei,2017,291
Emergence of structured behaviors from curiosity-based intrinsic motivation,Li Fei-Fei,2018,201
Tackling over-pruning in variational autoencoders,Li Fei-Fei,2017,152
Stanford CS class CS231n: Convolutional Neural Networks for Visual Recognition,Li Fei-Fei,2017,141
Vision-Based Gait Analysis for Senior Care,Li Fei-Fei,2018,132
Target-driven visual navigation in indoor scenes using deep reinforcement learning,Li Fei-Fei,2017,102
Thoracic disease identification and localization with limited supervision,Li Fei-Fei,2018,85
Tool detection and operative skill assessment in surgical videos using region-based convolutional neural networks,Li Fei-Fei,2018,80
Tracking millions of humans in crowded space in crowded spaces,Li Fei-Fei,2017,80
Computer vision-based descriptive analytics of seniors’ daily activities for long-term health monitoring,Li Fei-Fei,2018,65
Method for Implementing a High-Level Image Representation for Image Analysis,Li Fei-Fei,2017,61
"Convolutional neural networks best predict representational dissimilarity in scene-selective cortex: comparing computational, object and functional models",Li Fei-Fei,2017,59
Bedside computer vision-moving artificial intelligence from driver assistance to patient safety.,Li Fei-Fei,2018,58
A hierarchical approach for generating descriptive image paragraphs,Li Fei-Fei,2017,46
Towards vision-based smart hospitals: A system for tracking and monitoring hand hygiene compliance,Li Fei-Fei,2017,43
Evidence for similar patterns of neural activity elicited by picture-and word-based representations of natural scenes,Li Fei-Fei,2017,42
Measuring Depression Symptom Severity from Spoken Language and 3D Facial Expressions,Li Fei-Fei,2018,37
Unsupervised camera localization in crowded spaces,Li Fei-Fei,2017,31
Composing text and image for image retrieval-an empirical odyssey,Li Fei-Fei,2019,29
Scaling human-object interaction recognition through zero-shot learning,Li Fei-Fei,2018,29
Privacy-Preserving Action Recognition for Smart Hospitals using Low-Resolution Depth Images,Li Fei-Fei,2018,27
"Cs231n convolutional neural networks for visual recognition, 2016",Li Fei-Fei,2017,24
"Learning to Play With Intrinsically-Motivated, Self-Aware Agents",Li Fei-Fei,2018,23
Temporal modular networks for retrieving complex compositional activities in videos,Li Fei-Fei,2018,20
Modeling the scientist in the crib,Li Fei-Fei,2018,19
Learning to decompose and disentangle representations for video prediction,Li Fei-Fei,2018,19
Iterative visual reasoning beyond convolutions,Li Fei-Fei,2018,19
Adversarially robust policy learning: Active construction of physically-plausible perturbations,Li Fei-Fei,2017,18
A glimpse far into the future: Understanding long-term crowd worker quality,Li Fei-Fei,2017,18
Progressive neural architecture search,Li Fei-Fei,2018,17
Using deep learning and google street view to estimate the demographic makeup of the us,Li Fei-Fei,2017,17
Distributed Asynchronous Optimization with Unbounded Delays: How Slow Can You Go?,Li Fei-Fei,2018,16
Learning task-oriented grasping for tool manipulation from simulated self-supervision,Li Fei-Fei,2018,16
Distinct contributions of functional and deep neural network features to representational similarity of scenes in human brain and behavior,Li Fei-Fei,2018,16
Visual genome: Connecting language and vision using crowdsourced dense image annotations,Li Fei-Fei,2017,16
33 Automated Burn Assessment using Deep Learning and Computer Vision,Li Fei-Fei,2019,15
A Fully Private Pipeline for Deep Learning on Electronic Health Records,Li Fei-Fei,2018,14
3D Point Cloud-Based Visual Prediction of ICU Mobility Care Activities,Li Fei-Fei,2018,13
Eidetic 3D LSTM: A Model for Video Prediction and Beyond,Li Fei-Fei,2018,13
Neural task programming: Learning to generalize across hierarchical tasks,Li Fei-Fei,2018,13
Every moment counts: Dense detailed labeling of actions in complex videos,Li Fei-Fei,2018,13
Antibody pull-down experiments in Fission Yeast,Li Fei-Fei,2018,13
Convolutional neural networks,Li Fei-Fei,2017,13
Dynamic task prioritization for multitask learning,Li Fei-Fei,2018,12
Image generation from scene graphs,Li Fei-Fei,2018,11
Neural task graphs: Generalizing to unseen tasks from a single video demonstration,Li Fei-Fei,2018,10
Engagement Learning: Expanding Visual Knowledge by Engaging Online Participants,Li Fei-Fei,2018,10
DenseFusion: 6D Object Pose Estimation by Iterative Dense Fusion,Li Fei-Fei,2019,9
Social gan: Socially acceptable trajectories with generative adversarial networks,Li Fei-Fei,2018,9
Flexible neural representation for physics prediction,Li Fei-Fei,2018,8
Graph distillation for action detection with privileged modalities,Li Fei-Fei,2017,8
Using deep learning and Google Street View to estimate the demographic makeup of neighborhoods across the United States,Li Fei-Fei,2017,8
Scalable annotation of fine-grained categories without experts,Li Fei-Fei,2017,8
Splicing factor Rbm10 facilitates heterochromatin assembly in fission yeast,Li Fei-Fei,2019,7
Making sense of vision and touch: Self-supervised learning of multimodal representations for contact-rich tasks,Li Fei-Fei,2018,7
Surreal: Open-source reinforcement learning framework and robot manipulation benchmark,Li Fei-Fei,2018,7
Hidden: Hiding data with deep networks,Li Fei-Fei,2018,7
Scene Memory Transformer for Embodied Agents in Long-Horizon Tasks,Li Fei-Fei,2019,6
Audio-Linguistic Embeddings for Spoken Sentences,Li Fei-Fei,2019,6
D,Li Fei-Fei,2019,5
Faster CryptoNets: Leveraging sparsity for real-world encrypted inference,Li Fei-Fei,2018,5
ROBOTURK: A Crowdsourcing Platform for Robotic Skill Learning through Imitation,Li Fei-Fei,2018,5
Finding,Li Fei-Fei,2018,5
Adversarially robust policy learning through active construction of physically-plausible perturbations,Li Fei-Fei,2017,4
TW: Discriminative Differentiable Dynamic Time Warping for Weakly Supervised Action Alignment and Segmentation,Li Fei-Fei,2019,3
Human–object interactions are more than the sum of their parts,Li Fei-Fei,2017,3
Fine-grained car detection for visual census estimation,Li Fei-Fei,2017,3
Information Maximizing Visual Question Generation,Li Fei-Fei,2019,2
Cell Cycle-Regulated Transcription of CENP-A by the MBF Complex Ensures Optimal Level of CENP-A for Centromere Formation,Li Fei-Fei,2019,2
Auto-deeplab: Hierarchical neural architecture search for semantic image segmentation,Li Fei-Fei,2019,2
Finding Task-Relevant Features for Few-Shot Learning by Category Traversal,Li Fei-Fei,2019,2
Neural graph matching networks for fewshot 3d action recognition,Li Fei-Fei,2018,2
Viewpoint Invariant Convolutional Networks for Identifying Risky Hand Hygiene Scenarios,Li Fei-Fei,2017,2
Visual Relationships as Functions: Enabling Few-Shot Scene Graph Prediction,Li Fei-Fei,2019,1
Scene Graph Prediction with Limited Labels,Li Fei-Fei,2019,1
A Computer Vision System to Detect Bedside Patient Mobilization,Li Fei-Fei,2019,1
Peeking into the Future: Predicting Future Person Activities and Locations in Videos,Li Fei-Fei,2019,1
Mentornet: Learning data-driven curriculum for very deep neural networks on corrupted labels,Li Fei-Fei,2017,1
Adapt: zero-shot adaptive policy transfer for stochastic dynamical systems,Li Fei-Fei,2017,1
 collisions at CMS,Alexey Svyatkovskiy,2017,944
 TeV,Alexey Svyatkovskiy,2017,213
 Meson Nuclear Modification Factor in Pb-Pb Collisions at ,Alexey Svyatkovskiy,2017,178
TeV,Alexey Svyatkovskiy,2017,167
 TeV,Alexey Svyatkovskiy,2017,149
Search for Low Mass Vector Resonances Decaying to Quark-Antiquark Pairs in Proton-Proton Collisions at ,Alexey Svyatkovskiy,2017,135
Search for vectorlike light-flavor quark partners in proton-proton collisions at ,Alexey Svyatkovskiy,2018,128
Search for black holes and other new phenomena in high-multiplicity final states in proton–proton collisions at s= 13TeV,Alexey Svyatkovskiy,2017,127
 TeV,Alexey Svyatkovskiy,2017,125
 8 TeV,Alexey Svyatkovskiy,2017,121
 TeV,Alexey Svyatkovskiy,2017,119
Search for new phenomena with the ,Alexey Svyatkovskiy,2017,94
Erratum 2: Search for dark matter and unparticles in events with a Z boson and missing transverse momentum in proton-proton collisions at ,Alexey Svyatkovskiy,2017,87
Measurement of the differential cross sections for the associated production of a ,Alexey Svyatkovskiy,2017,87
Measurement of the ,Alexey Svyatkovskiy,2017,81
 and constraints on parton distribution functions,Alexey Svyatkovskiy,2017,75
Measurements of the pp → Wγγ and pp → Zγγ cross sections and limits on anomalous quartic gauge couplings at ,Alexey Svyatkovskiy,2017,75
Search for pair production of vector-like T and B quarks in single-lepton final states using boosted jet substructure in proton-proton collisions at ,Alexey Svyatkovskiy,2017,74
"Search for supersymmetry in events with at least one photon, missing transverse momentum, and large transverse event activity in proton-proton collisions at $$\sqrt {s}= 13$$ TeV",Alexey Svyatkovskiy,2017,72
Measurement of the semileptonic ,Alexey Svyatkovskiy,2017,71
Search for Higgs boson pair production in the ,Alexey Svyatkovskiy,2017,66
 or γγ at ,Alexey Svyatkovskiy,2017,66
 TeV,Alexey Svyatkovskiy,2017,65
Measurements of the cross sections and limits on anomalous quartic gauge couplings at [SQRT] s= 8 TeV,Alexey Svyatkovskiy,2017,63
 TeV,Alexey Svyatkovskiy,2017,63
 production cross section using events with one lepton and at least one jet in pp collisions at s = 13 ,Alexey Svyatkovskiy,2017,63
Measurements of the associated production of a Z boson and b jets in pp collisions at ,Alexey Svyatkovskiy,2017,62
Particle-flow reconstruction and global event description with the CMS detector,Alexey Svyatkovskiy,2017,59
Search for a heavy composite Majorana neutrino in the final state with two leptons and two quarks at s= 13TeV,Alexey Svyatkovskiy,2017,56
